level_0,index,Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber,COLIsEstimated,IncomeRanking,COLRanking,CrimeRanking,PopulationRanking,CityPreference,NameOfPerson,CityChosen,StateOfCityChosen
666,2433,Tarboro,NC,2572.0,318.70533364695507,1747.0,11.573426573426572,3109.210993162092,29604,92.8883105319905,96.4,858,9930,16.0,T,2574.0,1277.0,1682.5,1131.0,2,Tracy Buchanan,Midland,MI
893,1556,Kalkaska,MI,1874.0,445.8430184561837,1357.0,14.6875,2313.7253510302385,40679,91.24063474372387,91.4,144,2115,3.0,T,1938.0,608.0,423.5,2651.0,2,Gina Bush,Midland,MI
167,1345,Harrington,DE,899.0,550.0365178038323,1918.0,10.467836257309942,2118.2362946564767,54000,98.17529973393296,106.6,342,3580,6.0,T,814.0,2108.0,1006.5,2181.5,2,James West,Midland,MI
498,168,Hanover,NH,540.5,600.5088201408308,276.0,35.46103896103896,606.890640890103,64620,107.60874417272568,112.6,308,10922,17.0,T,385.5,2423.5,933.5,1048.0,1,Justin Heath,Ann Arbor,MI
299,832,Fitchburg,MA,810.5,560.6284453415266,1360.0,14.650174216027876,1583.1962133608076,60644,108.1714645482474,132.5,2870,42046,66.0,T,501.5,2465.5,2245.0,377.0,2,Lori Mcclain,Minot,ND
707,1750,Amarillo,TX,580.0,594.6485260770975,2414.0,7.754999796342307,2482.699337414823,52448,88.2,92.6,24551,190393,298.0,F,908.0,118.5,2645.0,92.0,1,Rachel Harris,Ann Arbor,MI
765,1309,Pittsboro,NC,1788.0,455.2483810028109,1082.0,16.987951807228917,2089.896648162296,42283,92.87896841469257,96.4,166,2820,4.0,T,1802.0,1275.0,497.0,2460.0,2,Dennis Stewart,Minot,ND
768,919,Mayville,WI,1352.0,502.93441040701856,1011.0,17.556291390728475,1688.2017059581476,46889,93.23084487707516,95.5,302,5302,8.0,T,1373.5,1392.0,918.0,1758.0,1,John Estrada,Ann Arbor,MI
132,1190,Sutherlin,OR,1896.0,443.106603879116,522.0,25.594202898550726,1966.5451939886864,45464,102.6028490706111,127.5,276,7064,11.0,T,1513.0,2303.0,843.5,1458.0,2,Timothy Nolan,Minot,ND
953,2257,Booneville,AR,2410.0,359.9743728078284,1582.0,12.734177215189874,2882.849978753664,32885,91.3537253874336,92.1,316,4024,6.0,T,2429.0,667.0,950.5,2074.0,2,Elizabeth Santiago,Minot,ND
578,385,Boone,IA,461.0,615.5591327210691,896.0,18.697916666666668,1007.6393203919744,58250,94.62941398092303,90.3,672,12565,20.0,T,592.0,1704.0,1501.0,949.0,1,David Gomez,Ann Arbor,MI
22,482,Glasgow,MT,852.0,555.5180756061688,776.0,20.38571428571429,1152.4235332550268,53493,96.29389636265144,100.8,140,2854,4.0,T,844.0,1941.0,409.0,2447.0,1,Samantha Juarez,Ann Arbor,MI
364,1958,Cortez,CO,1989.0,431.9659064497385,1726.0,11.755829903978052,2633.476219752136,41300,95.60939736989516,105.8,729,8570,13.0,T,1890.0,1851.0,1558.5,1268.0,1,Donna Adams,Ann Arbor,MI
182,1773,Titusville,PA,2292.0,381.7768727235831,987.0,17.771875,2495.482518472129,35810,93.79824331561178,100.5,320,5687,9.0,T,2272.0,1506.0,962.0,1675.0,1,Gabrielle Yates,Ann Arbor,MI
772,2264,Greenville,TX,1803.0,453.7763147382306,2257.0,8.580180783394711,2888.7467871033627,41600,91.67512417213256,92.6,2987,25629,40.0,T,1864.5,835.0,2261.0,546.0,2,Matthew Phillips,Minot,ND
696,1089,Lincoln,NE,534.0,601.3727560718057,1788.0,11.313698152666436,1866.0385848100784,56950,94.7,93.6,22952,259672,406.0,F,651.0,1712.5,2641.0,67.0,2,Gregory Rodriguez,Minot,ND
808,1703,San Saba,TX,2315.0,378.2998963235876,767.0,20.65546218487395,2438.752549973039,34593,91.44332402991218,92.6,119,2458,4.0,T,2333.0,713.0,305.0,2576.0,2,Debra Davis,Minot,ND
341,944,Filer,ID,1704.0,465.7919003706757,43.0,94.5,1704.5424606034312,43417,93.21115280332032,97.1,24,2268,4.0,T,1688.0,1383.0,29.0,2621.5,1,Tracy Sutton,Ann Arbor,MI
527,1487,Twentynine Palms,CA,2199.0,400.1333681289624,481.0,26.6082554517134,2250.991337166805,43268,108.13394594488004,146.9,1284,34165,53.0,T,1702.0,2464.0,1913.0,442.0,2,Tonya White,Minot,ND
670,328,Perry,OK,637.0,585.9594858309332,628.0,23.233644859813083,894.5127165110622,54351,92.7555595809262,88.2,214,4972,8.0,T,793.0,1239.0,648.5,1835.5,1,Patrick Dillon,Ann Arbor,MI
799,167,Iowa Park,TX,588.0,593.1442543042656,149.0,49.1796875,606.5847014226455,56117,94.60936288731818,92.6,128,6295,10.0,T,698.0,1699.0,342.0,1577.0,1,Mary Hill,Ann Arbor,MI
518,2559,Harlingen,TX,2158.0,409.1578461719907,2557.0,6.822095435684648,3345.924834780363,37415,91.44392647006087,92.6,9640,65765,103.0,T,2181.0,714.0,2560.0,263.0,2,James Christensen,Minot,ND
147,86,Cold Spring,MN,349.0,640.1336534448725,247.0,37.55882352941177,427.56286087545067,63750,99.58857756802826,99.6,136,5108,8.0,T,412.0,2173.0,387.5,1808.0,2,Summer Archer,Minot,ND
116,1906,Fair Haven,VT,2200.0,400.0203257551861,1379.0,14.46039603960396,2596.467022706046,39271,98.172511423917,114.8,202,2921,5.0,T,2045.0,2106.0,610.5,2425.5,2,James Wells,Minot,ND
94,2082,Veneta,OR,1397.0,498.2795286451987,2341.0,8.151785714285714,2726.149298919632,51745,103.84733272244296,127.5,560,4565,7.0,T,970.0,2335.0,1372.0,1923.0,1,Jennifer Martin,Ann Arbor,MI
313,2478,Sikeston,MO,1947.0,437.3328476051853,2534.0,6.945104465383039,3195.6165289345968,39852,91.1251012089024,91.2,2441,16953,27.0,T,2003.0,557.0,2190.0,751.0,2,Greg Davis,Minot,ND
988,84,Tipton,IA,257.0,680.309683492649,335.0,32.212765957446805,422.225058470006,63997,94.07039404678927,90.3,94,3028,5.0,T,408.0,1566.0,222.5,2388.0,2,Robert Smith,Minot,ND
298,2565,Las Vegas,NM,2646.0,294.3250269210494,2078.0,9.574600971547536,3364.4316013258467,26923,91.4737026668884,90.6,1441,13797,22.0,T,2650.0,725.0,1980.0,884.0,1,Taylor Weaver,Ann Arbor,MI
784,956,Omaha,NE,184.0,712.7556512378901,1719.0,11.818685930862564,1728.8195394545955,66215,92.9,93.6,39313,464628,727.0,F,341.0,1283.5,2679.0,36.0,2,Stephanie Miller,Minot,ND
815,1975,Sullivan City,TX,2643.0,294.8390320160572,133.0,52.674418604651166,2646.3442708763346,27138,92.04344422933136,92.6,86,4530,7.0,T,2642.0,980.0,198.0,1936.0,1,Christine Guerrero,Ann Arbor,MI
492,118,Boulder City,NV,497.0,609.1841791232672,123.0,54.79259259259259,511.994140591472,60534,99.3689627447647,103.3,270,14794,23.0,T,505.0,2158.0,818.5,833.0,2,Patrick Mccoy,Minot,ND
766,785,Madison,WI,186.0,709.5477386934673,1525.0,13.256761268781302,1536.3010772631776,70600,99.5,95.5,17970,238224,373.0,F,264.0,2167.5,2620.0,73.0,1,Matthew Long,Ann Arbor,MI
904,2156,Coos Bay,OR,1601.0,477.4509803921569,2275.0,8.48300835654596,2781.874547854378,48700,102.0,127.5,1795,15227,24.0,F,1215.0,2273.5,2076.0,817.0,1,Margaret Patterson,Ann Arbor,MI
575,2319,Jackson,OH,1653.0,471.2390264855725,2465.0,7.439467312348668,2967.9342984641694,43326,91.9406024647801,92.9,826,6145,10.0,T,1699.0,945.0,1650.0,1602.0,2,Jason Guerrero,Minot,ND
175,1169,Hartford,MI,1651.0,471.3429747452727,1026.0,17.40714285714286,1943.8304967254733,43112,91.46630438970467,91.4,140,2437,4.0,T,1719.0,722.0,409.0,2582.0,1,Eddie Mosley,Ann Arbor,MI
835,1955,Hopkinsville,KY,1973.0,433.3843742486394,1742.0,11.631218457101658,2631.975113864111,39843,91.9345559448838,93.9,2774,32265,50.0,T,2006.0,944.0,2232.5,460.0,2,Gabriel Costa,Minot,ND
756,1784,Goldendale,WA,1609.0,476.2826493058472,1921.0,10.457865168539326,2505.817631033831,46875,98.41844977623568,112.8,356,3723,6.0,T,1376.5,2117.0,1035.5,2144.0,2,Lisa Carey DVM,Minot,ND
366,628,Central City,NE,1254.0,512.7709998867052,473.0,26.923809523809524,1340.2406500326722,47576,92.78215813786608,93.6,105,2827,4.0,T,1308.0,1247.0,253.5,2457.0,2,Amy Hall,Minot,ND
604,1595,New Boston,TX,1381.0,500.1032180110355,1893.0,10.659955257270694,2343.2050699842725,46127,92.23495938188933,92.6,447,4765,7.0,T,1446.0,1071.0,1200.5,1875.0,1,Craig Pollard,Ann Arbor,MI
441,392,Ellsworth,WI,350.0,639.8832530553348,954.0,18.11627906976744,1016.1771499103884,62625,97.86941555506598,95.5,172,3116,5.0,T,435.0,2083.0,524.0,2357.0,1,Olivia Ellis,Ann Arbor,MI
297,1035,Lovington,NM,845.0,556.2448360880454,1608.0,12.556626506024095,1816.5046105088752,51585,92.73793957852554,90.6,830,10422,16.0,T,983.5,1238.0,1657.0,1085.0,2,Zachary Martin MD,Minot,ND
521,231,Lancaster,WI,718.0,574.208340291821,162.0,45.97560975609756,736.0489114182562,54552,95.00384472346028,95.5,82,3770,6.0,T,779.0,1757.0,183.5,2130.5,2,Brent Wilson,Minot,ND
472,568,Tremonton,UT,921.0,546.8999935577485,866.0,19.179558011049725,1264.1981648460023,52655,96.2790283785952,101.5,362,6943,11.0,T,897.0,1937.0,1046.0,1467.0,1,Ashlee Moore,Ann Arbor,MI
206,1759,Atlanta,GA,227.0,690.2293120638086,2480.0,7.329553372590275,2490.367241994642,69230,100.3,89.8,73193,536472,839.0,F,291.0,2208.0,2702.0,31.0,2,Julia Powell,Minot,ND
488,2458,Goldsboro,NC,1819.0,452.2937853107345,2585.0,6.552085120988502,3160.8521003046,40028,88.5,96.4,5827,38179,60.0,F,1991.5,129.5,2450.0,408.0,1,Matthew Navarro,Ann Arbor,MI
450,2329,Port Angeles,WA,1963.0,435.3162236480293,2245.0,8.634536317953403,2982.179404395383,47493,109.1,112.8,2189,18901,30.0,F,1316.0,2499.0,2148.0,684.0,2,Bryan Carter,Minot,ND
900,1291,Fairfield,IL,1980.0,432.9462132256066,595.0,23.90430622009569,2067.4682585229693,39349,90.88657851245692,90.5,209,4996,8.0,T,2038.0,438.0,630.5,1830.5,1,Penny Rose,Ann Arbor,MI
544,936,Tipton,MO,1697.0,466.7388710988258,110.0,58.535714285714285,1700.5613778984869,42639,91.35515089972388,91.2,56,3278,5.0,T,1763.0,668.0,96.0,2284.0,1,Lori Diaz,Ann Arbor,MI
978,1563,Slidell,LA,378.0,631.559973947477,2293.0,8.390332326283987,2323.9477188611622,60844,96.33922748413444,92.8,3310,27772,43.0,T,493.0,1945.0,2295.0,507.0,1,Katherine Alexander,Ann Arbor,MI
793,1460,Fort Stockton,TX,1013.0,538.5410391376162,1983.0,10.085978835978835,2226.7595290017284,50077,92.98641396055903,92.6,756,7625,12.0,T,1110.0,1310.0,1583.5,1378.0,1,Brandon Roberson,Ann Arbor,MI
721,1040,Trenton,NJ,204.0,700.882070949185,1810.0,11.180516526160844,1821.4598540731004,73102,104.3,118.3,7473,83552,131.0,F,214.0,2348.5,2512.5,211.0,2,Philip Phillips,Minot,ND
889,337,Pulaski,WI,857.0,555.0640006038576,306.0,33.528301886792455,909.9917582044357,52406,94.41433770337687,95.5,106,3554,6.0,T,915.0,1657.0,258.0,2191.5,2,David Wood,Minot,ND
791,626,Leadville,CO,1167.0,522.7445268722997,653.0,22.822033898305083,1337.272597490878,50759,97.10096881109924,105.8,118,2693,4.0,T,1045.0,2024.0,301.5,2499.5,1,Charles Hughes,Ann Arbor,MI
648,1999,Houlton,ME,2548.0,326.5197959383952,797.0,20.082236842105264,2669.7402495373963,31693,97.0630277068394,110.9,304,6105,10.0,T,2493.0,2016.0,924.5,1609.0,1,Patricia Porter,Ann Arbor,MI
631,553,New Richmond,WI,687.0,578.3455831577788,1031.0,17.359756097560975,1238.922919313385,55026,95.14380606065478,95.5,492,8541,13.0,T,750.0,1780.0,1270.5,1270.0,2,Eugene Miller,Minot,ND
586,583,Chester,IL,1218.0,516.3142485260436,410.0,29.079545454545453,1285.1552435406393,47409,91.82198658150848,90.5,264,7677,12.0,T,1332.0,892.0,799.5,1370.5,1,Thomas Washington,Ann Arbor,MI
901,2677,Chester,SC,2600.0,311.8078723377361,2531.0,6.950646298472385,3628.492937846235,28839,92.48964685780255,94.8,851,5915,9.0,T,2598.0,1155.0,1677.5,1634.0,2,Daniel Allen,Minot,ND
178,2551,Lawrenceville,VA,2706.0,231.13222272013843,1942.0,10.330769230769231,3330.73565447635,21875,94.64279684830828,98.1,130,1343,2.0,T,2704.0,1706.0,354.0,2713.0,1,Willie Davis,Ann Arbor,MI
316,688,Moundville,AL,589.0,592.9300037396001,1295.0,15.113636363636363,1422.65456102316,55221,93.13240964653842,88.6,176,2660,4.0,T,739.5,1362.0,537.0,2508.5,2,James Frazier,Minot,ND
589,1057,Rock Hill,SC,587.0,593.6506371319044,1736.0,11.700671360733583,1832.5569568228973,56660,95.44334067211756,94.8,6107,71456,112.0,T,664.0,1825.0,2463.0,244.0,1,Mr. John Woodard,Ann Arbor,MI
607,1766,St. Augustine,FL,553.0,598.1704563938106,2430.0,7.665668064709407,2492.1294107650187,58712,98.15262417665518,101.5,1669,12794,20.0,T,572.0,2105.0,2045.0,932.0,1,Frank Lawrence,Ann Arbor,MI
272,444,Manitowoc,WI,903.0,549.7608200455581,634.0,23.083451202263085,1103.3426485004557,48269,87.8,95.5,1414,32640,51.0,F,1254.0,104.5,1971.0,456.0,2,Ryan Martinez,Minot,ND
202,2170,Middletown,OH,941.0,545.3893561290616,2633.0,5.920846755637368,2796.09906834504,50860,93.2544785270148,92.9,8692,51464,80.0,T,1041.0,1398.0,2542.0,336.0,2,Wayne Mcpherson,Minot,ND
12,2302,Youngstown,OH,1452.0,493.21759259259255,2560.0,6.80327868852459,2943.111278901972,42614,86.4,92.9,10492,71380,112.0,F,1769.5,61.0,2570.0,245.0,1,Erin Harvey,Ann Arbor,MI
587,1889,Hartford City,IN,2213.0,398.0725647226805,1327.0,14.864928909952608,2580.3678032404605,36216,90.97838738329048,91.1,422,6273,10.0,T,2247.5,470.0,1156.5,1583.0,1,Brittany Williams,Ann Arbor,MI
937,2316,Richmond,KY,1863.0,447.2136563876652,2308.0,8.305216967333008,2966.080410238401,40607,90.8,93.9,4102,34068,53.0,F,1945.0,404.5,2358.0,443.0,1,Tricia Whitaker,Ann Arbor,MI
233,1967,Salt Lake City,UT,201.0,701.3408876298395,2636.0,5.868846509172496,2643.652208593256,74272,105.9,101.5,30308,177873,278.0,F,197.0,2381.0,2665.0,99.0,2,Mark Smith,Minot,ND
845,2373,Nogales,AZ,2484.0,344.34911367417624,1712.0,11.872093023255816,3016.819517306264,32995,95.818454846438,107.0,1634,19399,30.0,T,2423.0,1881.0,2039.0,677.0,1,Monica Barnes,Ann Arbor,MI
741,1257,Indio,CA,1444.5,493.6515266767314,1434.0,14.06040163162849,2035.4204111190395,54504,110.40986820586102,146.9,6374,89621,140.0,T,785.5,2527.5,2475.0,195.0,2,Allen Martinez,Minot,ND
339,2171,Palestine,TX,2177.0,404.6437873261512,1755.0,11.502800248911017,2796.310783872208,36999,91.43597692302647,92.6,1607,18485,29.0,T,2205.0,708.0,2035.0,701.0,2,Jim Taylor,Minot,ND
195,1151,Paris,KY,1589.0,478.749843488186,1087.0,16.891544117647058,1925.2246622147763,44212,92.3488552557428,93.9,544,9189,14.0,T,1623.0,1111.0,1349.0,1188.0,1,Brandon Baker,Ann Arbor,MI
748,1228,Ennis,TX,616.0,588.4148160661048,1917.0,10.475768629494528,2013.5404142951788,55569,94.43847857453876,92.6,1919,20103,31.0,T,724.0,1665.0,2107.5,662.0,2,Melissa Stafford,Minot,ND
878,1517,Ellsworth,ME,1680.0,468.6610513561444,1544.0,13.026978417266188,2281.739687168543,45774,97.66973352606482,110.9,556,7243,11.0,T,1470.0,2070.0,1367.0,1427.0,1,Thomas Lee,Ann Arbor,MI
610,1627,Warden,WA,2212.0,398.0771247748599,837.0,19.49264705882353,2365.0608871654867,38833,97.55144815709454,112.8,136,2651,4.0,T,2079.0,2061.0,387.5,2513.0,1,Heather Cox,Ann Arbor,MI
103,1073,Youngsville,PA,1844.0,449.7855904860282,108.0,59.0,1847.1599822430107,42331,94.11373084286242,100.5,28,1652,3.0,T,1798.0,1581.0,34.0,2697.0,2,Tiffany Taylor,Minot,ND
154,2596,Leesville,LA,2268.0,386.1125625617721,2548.0,6.859669811320755,3411.1769229988645,35326,91.49145463079404,92.8,848,5817,9.0,T,2289.0,738.0,1673.0,1656.5,1,Steven Mcdaniel,Ann Arbor,MI
675,1607,Nashville,TN,294.0,664.9250749250749,2333.0,8.206833191308053,2351.451679282396,66559,100.1,90.0,75104,616366,964.0,F,335.0,2200.0,2704.0,24.0,1,James Miller,Ann Arbor,MI
186,674,Newcastle,WY,443.0,618.0293452962513,1329.0,14.851694915254235,1400.889003454592,59336,96.00838609298948,93.6,236,3505,5.0,T,545.0,1905.0,721.5,2216.0,2,Robert Lang,Minot,ND
418,148,Woodstown,NJ,400.0,626.9691539198371,406.0,29.24137931034483,569.9438568841672,70694,112.7551484120362,118.3,116,3392,5.0,T,262.0,2567.0,294.5,2247.0,2,Andrew Mccann,Minot,ND
813,775,Woodland,CA,1030.0,537.3731077224411,1119.0,16.576774576774575,1520.8750770526815,69639,129.59152402536913,146.9,3367,55814,87.0,T,282.0,2655.0,2305.0,313.0,1,Daniel Melendez,Ann Arbor,MI
956,815,McCook,NE,1263.0,512.0279512998261,931.0,18.317733990147783,1569.053855034938,47500,92.76837305349687,93.6,406,7437,12.0,T,1314.5,1244.0,1123.5,1400.0,1,Amber Wilkerson,Ann Arbor,MI
823,1327,Andalusia,AL,2104.0,415.53141072189374,23.0,151.6271186440678,2104.125709172339,37500,90.24588522646714,88.6,59,8946,14.0,T,2174.0,267.0,104.0,1220.5,1,Troy Stokes,Ann Arbor,MI
358,1768,Calipatria,CA,2493.0,342.3834628650965,35.0,113.45588235294116,2493.245675820977,36883,107.72424489009968,146.9,68,7715,12.0,T,2212.0,2430.0,136.5,1365.0,1,Kevin Smith,Ann Arbor,MI
691,1675,New Bedford,MA,1178.0,521.0941178412817,2107.0,9.386508850947942,2413.945525483125,55426,106.36466254812343,132.5,9547,89613,140.0,T,732.0,2389.0,2558.0,196.0,1,Tammy Hughes,Ann Arbor,MI
430,572,Peru,IL,823.0,558.8422358864212,966.0,17.99814126394052,1269.0488564275215,51845,92.77215763365628,90.5,538,9683,15.0,T,960.0,1245.0,1340.0,1154.0,2,Kevin Hansen,Minot,ND
977,1120,Hillsdale,MI,1725.0,462.94063316471,788.0,20.25133689839572,1896.4622326848485,42304,91.38104752396757,91.4,374,7574,12.0,T,1800.0,681.0,1069.0,1385.0,2,Shelly Roach,Minot,ND
386,2311,Salem,IL,2105.0,415.39644631195176,2074.0,9.58611481975968,2955.080540357572,37727,90.82167248890718,90.5,749,7180,11.0,T,2165.0,410.0,1577.0,1440.0,1,Kayla Ruiz,Ann Arbor,MI
249,810,Chino Valley,AZ,1351.0,503.0045607481597,792.0,20.143122676579925,1566.0348016567193,48811,97.03888157077428,107.0,538,10837,17.0,T,1204.0,2012.0,1340.0,1052.0,2,Thomas Kelly,Minot,ND
75,2129,Casa Grande,AZ,1049.0,534.9853465225896,2551.0,6.85175636480825,2758.260683836827,52348,97.84940903571017,107.0,6206,42522,66.0,T,920.0,2082.0,2471.0,374.0,1,Heidi Howard,Ann Arbor,MI
939,613,Bridgeport,TX,1054.0,534.4742758197359,798.0,20.07371794871795,1322.0136156636208,49649,92.8931517309269,92.6,312,6263,10.0,T,1138.0,1278.0,941.5,1585.0,2,Kevin Johnson,Minot,ND
886,2639,Homerville,GA,2708.0,230.2413946105389,2272.0,8.49671052631579,3534.861807765616,21250,92.2944374791731,89.8,304,2583,4.0,T,2710.0,1094.0,924.5,2544.0,2,Joseph Mullen,Minot,ND
630,197,Owatonna,MN,376.0,632.7789296007696,541.0,25.23523523523524,658.8300236024463,62738,99.1467905538233,99.6,999,25210,39.0,T,434.0,2148.0,1770.0,556.0,2,Douglas Nelson,Minot,ND
86,2332,Terre Haute,IN,1557.0,482.13695395513577,2544.0,6.880475809218804,2982.647314048377,40837,84.7,91.1,8743,60156,94.0,F,1926.5,22.5,2547.0,291.0,2,Brooke Powell,Minot,ND
454,2277,Martinsville,IN,1262.0,512.0319566820302,2617.0,6.194244604316546,2905.397218970239,47078,91.94348006141196,91.1,1946,12054,19.0,T,1356.0,948.0,2113.0,979.0,2,Jason Mendez,Minot,ND
779,1492,Munising,MI,2252.0,390.2070102003669,84.0,67.05882352941177,2253.5660629322583,35536,91.06960938952037,91.4,34,2280,4.0,T,2283.0,522.0,45.5,2618.0,1,Donna Odom,Ann Arbor,MI
138,1679,Pensacola,FL,1057.0,534.0653728294177,2176.0,9.011796427367711,2419.137242902932,52285,97.9,101.5,5934,53476,84.0,F,927.0,2087.5,2456.0,326.0,1,David Myers,Ann Arbor,MI
374,637,Molalla,OR,808.0,561.2633698211289,1085.0,16.94517543859649,1352.8078207934784,65551,116.79187262993966,127.5,456,7727,12.0,T,357.0,2600.0,1220.0,1364.0,2,Tyler Morgan,Minot,ND
806,2138,Hobart,OK,2525.0,332.8425938867839,1138.0,16.411214953271028,2769.59726314134,30083,90.3820621294422,88.2,214,3512,5.0,T,2560.5,289.0,648.5,2212.0,2,Connie Jimenez,Minot,ND
637,1488,Rantoul,IL,1679.0,468.7008848175012,1500.0,13.43701226309922,2251.453086342241,42724,91.15408437224416,90.5,897,12053,19.0,T,1755.0,571.0,1706.5,980.0,2,Savannah Riley,Minot,ND
217,1644,Ketchikan,AK,776.0,566.2816070411187,2250.0,8.60644418872267,2380.057982486981,65521,115.70391689455384,125.7,869,7479,12.0,T,361.0,2589.0,1687.0,1391.0,2,Karen Hunter,Minot,ND
437,2589,Laurens,SC,2239.0,393.2309659571063,2554.0,6.828282828282828,3396.4742012857982,36212,92.08837333515086,94.8,1386,9464,15.0,T,2249.0,999.0,1953.5,1165.0,2,Deborah Wise MD,Minot,ND
131,273,Glens Falls,NY,677.0,579.3204868154158,462.0,27.19123505976096,819.6175937594312,57121,98.6,143.7,502,13650,21.0,F,645.0,2124.0,1289.5,890.0,2,Daniel Walker,Minot,ND
141,2310,Altavista,VA,2198.0,400.3722509532797,1974.0,10.12121212121212,2954.298563111048,37271,93.09086708996033,98.1,330,3340,5.0,T,2190.0,1344.0,983.0,2265.0,1,Katie Rodriguez,Ann Arbor,MI
466,868,Albert Lea,MN,1431.0,494.8924049126225,780.0,20.3337250293772,1629.7732971183443,46735,94.43466809366667,99.6,851,17304,27.0,T,1388.0,1664.0,1677.5,733.0,1,Cheyenne Ward,Ann Arbor,MI
501,1623,Mountain Home,AR,1996.0,431.61263851067577,1259.0,15.435897435897436,2359.893429797202,39437,91.37128174949062,92.1,819,12642,20.0,T,2032.0,673.0,1642.0,945.0,1,David Davis,Ann Arbor,MI
436,2142,McAllen,TX,1658.0,471.09302325581393,2221.0,8.740050639485814,2771.606934613925,40514,86.0,92.6,15403,134623,211.0,F,1951.5,48.5,2612.0,123.0,1,Nathan Schneider II,Ann Arbor,MI
255,973,Falls City,NE,1690.0,467.18416476054097,453.0,27.535211267605632,1749.6596811951747,43036,92.11784826238376,93.6,142,3910,6.0,T,1729.5,1017.0,418.0,2093.5,2,Gary Duncan,Minot,ND
376,2533,Zephyrhills,FL,2045.0,423.9715968420143,2578.0,6.626984126984127,3290.609214112183,39947,94.22093436812364,101.5,2016,13360,21.0,T,1997.0,1608.0,2123.5,904.0,2,Ashley Thomas,Minot,ND
382,1485,Laconia,NH,826.0,558.6054815698171,2092.0,9.492729306487696,2249.164289241673,56219,100.64169052192426,112.6,1788,16973,27.0,T,691.5,2230.0,2074.0,750.0,1,Kayla Dalton,Ann Arbor,MI
926,1715,Vinton,LA,2032.0,425.5796525411116,1365.0,14.59051724137931,2447.907065229397,38965,91.55747876418016,92.8,232,3385,5.0,T,2071.5,779.0,705.0,2248.0,2,Benjamin Johnson,Minot,ND
688,311,Harlem,GA,269.0,675.507407407435,828.0,19.62037037037037,870.6003675625229,63211,93.57558378612129,89.8,108,2119,3.0,T,423.0,1463.0,267.0,2650.0,1,Amy Perez DDS,Ann Arbor,MI
150,186,Logan,UT,595.0,592.1533613445378,235.0,38.259404388714735,639.7265040624783,56373,95.2,101.5,1276,48819,76.0,F,683.0,1789.0,1908.5,348.0,2,Kevin Gilbert,Minot,ND
947,1887,Paintsville,KY,2251.0,390.2603940179872,1260.0,15.434944237918216,2579.65133302933,35833,91.818182293816,93.9,269,4152,6.0,T,2270.0,886.0,815.5,2043.0,2,Michael Williams,Minot,ND
499,2459,LaGrange,GA,2022.0,426.86046511627904,2434.0,7.621562156215622,3164.307191155752,36710,86.0,89.8,3636,27712,43.0,F,2219.0,48.5,2328.0,508.0,2,Samantha Ross,Minot,ND
594,1138,Bradenton,FL,557.0,597.7214769203923,1832.0,11.071108394458028,1914.8036452858555,58656,98.13266256084708,101.5,4908,54337,85.0,T,576.5,2102.0,2411.0,322.0,1,Kayla Anderson,Ann Arbor,MI
169,2529,Arcadia,FL,2616.0,305.6682348276907,1991.0,10.052249637155295,3287.4818630678405,28884,94.494607908088,101.5,689,6926,11.0,T,2593.0,1674.0,1518.5,1471.0,2,Laurie Hanson,Minot,ND
350,64,Trenton,IL,343.0,642.0628637129379,126.0,54.16666666666666,365.41072781186926,61607,95.95166374167388,90.5,48,2600,4.0,T,472.0,1896.0,75.5,2539.0,2,John Edwards,Minot,ND
910,261,Bar Harbor,ME,785.0,565.226449629906,161.0,45.99122807017544,801.3401275363664,56681,100.2801621139865,110.9,114,5243,8.0,T,662.0,2206.0,286.5,1774.0,1,Diana Johnson,Ann Arbor,MI
917,1674,Kilgore,TX,668.0,580.7849662949395,2319.0,8.2684246112238,2413.2933928554976,54696,94.1759914154248,92.6,1479,12229,19.0,T,771.0,1594.0,2000.0,968.0,2,Catherine Clark,Rochester,MN
462,469,Odessa,MO,783.0,565.2994350673937,823.0,19.71063829787234,1135.9656684953115,52684,93.1966259504914,91.2,235,4632,7.0,T,893.0,1378.0,718.5,1910.0,1,Martin Huynh,Ann Arbor,MI
819,1888,Jasper,FL,2110.0,414.9187032624723,1485.0,13.572368421052632,2580.1792573385283,39074,94.17266489257844,101.5,152,2063,3.0,T,2058.5,1593.0,444.5,2658.0,1,Teresa Thomas,Ann Arbor,MI
940,746,Lompoc,CA,963.0,543.2339681349241,1139.0,16.406474820143885,1491.5394731618735,61235,112.7230688652204,146.9,2502,41049,64.0,T,479.0,2565.0,2196.0,385.0,2,Nicholas Moreno,Rochester,MN
479,1898,Arkansas City,KS,1625.0,473.6877753860927,2012.0,9.945553539019963,2586.265454279587,42664,90.06776661108785,86.9,1102,10960,17.0,T,1761.0,231.0,1825.5,1047.0,2,Carolyn Robinson,Rochester,MN
597,1367,Morganfield,KY,2134.0,411.5902809821876,88.0,64.8,2135.813662284236,37802,91.84376246638332,93.9,50,3240,5.0,T,2161.0,904.0,82.5,2302.5,1,Michelle Johnson,Ann Arbor,MI
591,2325,Milton,DE,1390.0,498.7527008354662,2634.0,5.918238993710692,2978.2639238321376,48287,96.81551582400238,106.6,318,1882,3.0,T,1252.0,1993.0,956.0,2672.0,2,Scott Perez,Rochester,MN
